Pillar,px,py,pz
130,41.1479988098145,45.1104011535645,0.457199990749359
131,28.9560012817383,45.1104011535645,0.457199990749359
132,22.8600082397461,45.1104011535645,0.457199990749359
133,10.6680068969727,51.2064018249512,0.457199990749359
134,87.7823944091797,51.2064018249512,0.457199990749359
135,75.5904083251953,57.3024024963379,0.457199990749359
136,63.3983993530273,51.2064018249512,0.457199990749359
137,81.6864013671875,51.2064018249512,0.457199990749359
138,41.1479988098145,51.2064018249512,0.457199990749359
139,69.4944000244141,51.2064018249512,0.457199990749359
140,93.8784027099609,51.2064018249512,0.457199990749359
141,16.7639999389648,51.2064018249512,0.457199990749359
142,28.9560012817383,51.2064018249512,0.457199990749359
143,22.8600082397461,51.2064018249512,0.457199990749359
144,10.6679992675781,57.3023986816406,0.457199990749359
145,69.4944000244141,57.3023986816406,0.457199990749359
146,35.0520057678223,51.2064018249512,0.457199990749359
147,57.3023986816406,51.2064018249512,0.457199990749359
148,51.2064018249512,63.3983993530273,0.457199990749359
149,63.3983993530273,57.3023986816406,0.457199990749359
150,51.2064018249512,51.2064018249512,0.457199990749359
151,75.5903930664063,51.2064056396484,0.457199990749359
152,22.8600006103516,69.4944000244141,0.457199990749359
153,75.5904006958008,69.4944000244141,0.457199990749359
154,69.4944000244141,69.4944000244141,0.457199990749359
155,93.8784027099609,69.4944000244141,0.457199990749359
156,57.3023986816406,69.4944000244141,0.457199990749359
157,41.1479988098145,69.4944076538086,0.457199990749359
158,28.9559936523438,69.4944076538086,0.457199990749359
159,81.6864013671875,69.4944000244141,0.457199990749359
160,47.2439994812012,69.4944076538086,0.457199990749359
161,16.7639999389648,69.4944000244141,0.457199990749359
162,87.7824020385742,69.4944000244141,0.457199990749359
163,63.3983993530273,69.4944000244141,0.457199990749359
164,10.6679992675781,69.4944000244141,0.457199990749359
165,35.0520057678223,69.4944076538086,0.457199990749359
166,51.2064018249512,69.4944076538086,0.457199990749359
167,99.9744033813477,69.4944000244141,2.59080004692078
168,99.9744033813477,63.3983993530273,2.59080004692078
169,99.9744033813477,57.3023986816406,2.59080004692078
170,99.9744033813477,51.2064018249512,2.59080004692078
171,99.9744033813477,45.1104011535645,2.59080004692078
172,99.9744033813477,39.0144004821777,2.59080004692078
173,99.9744033813477,35.052001953125,2.59080004692078
174,99.9744033813477,28.9559993743897,2.59080004692078
175,99.9744033813477,22.8600006103516,2.59080004692078
176,99.9744033813477,16.7639999389648,2.59080004692078
177,99.9744033813477,10.6679992675781,2.59080004692078
178,93.8784027099609,75.5904006958008,2.59080004692078
179,87.7824020385742,75.5904006958008,2.59080004692078
180,81.6864013671875,75.5904006958008,2.59080004692078
181,75.5904006958008,75.5904006958008,2.59080004692078
182,69.4944000244141,75.5904006958008,2.59080004692078
183,63.3984031677246,75.5904006958008,2.59080004692078
